title,review,summary,vader_sentiment,vader_score,topic
Terrible at Picking up Cat Litter!,"While the broom itself works fairly well, the dust pan doesn't lie flush with the floor. This means it's impossible to get fine particles into the pan. I continue to sweep and there's always a fine line of cat litter on the floor. Since that's the main thing I purchased it for, it's a complete waste for me. I'm now off to search for a stand up broom and dustpan instead...hopefully one that will pick up traces of cat litter. If only I could train my cats not to track litter or to sweep up after themselves...","While the broom itself works fairly well, the dust pan doesn't lie flush with the floor. I continue to sweep and there's always a fine line of cat litter on the floor. I'm now off to search for a stand up broom and dustpan instead...hopefully one that will pick up traces of cat litter.",negative,-0.3595,4
Scarpetta's sorry life makes for a sorry novel,"Get a life, Dr. Scarpetta! This book takes place a good year after the death of her lover and significant other and she is still moaping around feeling sorry for herself. The story is bad. The plot is poor. The ending not soon enough. Don't waste your time.",This book takes place a good year after the death of her lover and significant other and she is still moaping around feeling sorry for herself. The story is bad. Don't waste your time.,positive,0.1341,9
Una pelicula tipica de Hollywood,"En su momento no la vi en el cine, y la verdad es que por suerte asi fue. Realmente me parece una pelicula tipica de Hollywood, exagerada en todos los aspectos, no tiene ese toque sutil que veo en ""Always"",por ejemplo, la pelicula equivalente de Spielberg. Dejando de lado algunas escenas, como por ejemplo la clasica en la que Demi Moore hace alfareria, es una cinta para ver si no hay otra cosa en cable, pero si aparece algo un poco mejor, no dudo en hacer zapping, y por supuesto que no la alquilariia y menos la compraria.","En su momento no la vi en el cine, y la verdad es que por suerte asi fue. Realmente me parece una pelicula tipica de Hollywood, exagerada en todos los aspectos, no tiene ese toque sutil que veo en ""Always"",por ejemplo, la pelicula equivalente de Spielberg. Dejando de lado algunas escenas, como por ejemplo la clasica en la que Demi Moore hace alfareria, es una cinta para ver si no hay otra cosa en cable, pero si aparece algo un poco mejor, no dudo en hacer zapping, y por supuesto que no la alquilariia y menos la compraria.",negative,-0.8402,8
In satisfied customer,I was very excited about this product but after I received it I noticed it was used when I sent it back for a new one I ended up with the same product. Crosley is not customer friendly. I thought crosley was a reputable company. If I wanted a used product I would have tried eBay.,I was very excited about this product but after I received it I noticed it was used when I sent it back for a new one I ended up with the same product. I thought crosley was a reputable company. If I wanted a used product I would have tried eBay.,negative,-0.1768,4
Paleozoic gulag,"Political prisoners are sentenced to exile one billion years in the past, before the appearance of the first land-dwelling lifeforms. The story alternates between the exiles in the past, ageing and battling mental illness brought on by their isolation, and the activities that resulted in their sentences. The primary character, Jim Barrett, struggles to maintain his deteriorating community while investigating the puzzle of a new prisoner who is unlike any of the others. The end is a bit unsatisfying--merely a conversation that wraps up the various plot points. Published in 1967, this novel nevertheless includes some startling predictions of later political developments, including an inconclusive presedential election that had very unfortunate results!","Political prisoners are sentenced to exile one billion years in the past, before the appearance of the first land-dwelling lifeforms. The story alternates between the exiles in the past, ageing and battling mental illness brought on by their isolation, and the activities that resulted in their sentences. The primary character, Jim Barrett, struggles to maintain his deteriorating community while investigating the puzzle of a new prisoner who is unlike any of the others.",negative,-0.9465,1
"Good, but it dragged","Over all, I think the only truly funny moments in the movie was when Norton and Stiller were children. This movie is over two hours long, that is just a little too long for a comedy. It dragged quite a bit.","Over all, I think the only truly funny moments in the movie was when Norton and Stiller were children. This movie is over two hours long, that is just a little too long for a comedy. It dragged quite a bit.",positive,0.9062,3
Death Row Has Done It Again,"Death Row Records may has had Bad Issues on the Wall Street Side but as far as making music Death Row has put together another great CD.Its okay but Its sort of like ""well when is Suge Knight going to Release a solo Normal album.""Its okay I think That He Should Have Out More Miche'le songs(Let's Play House)It's like the Irv Gotti cd's.The Only thing is why does does he keep putting out these Complacation Albums.Some of these Song are on the other Complacation Albums.If you Like Death Row It would Not be a waist of Money Cuase he Pick The best song.","Death Row Records may has had Bad Issues on the Wall Street Side but as far as making music Death Row has put together another great CD.Its okay but Its sort of like ""well when is Suge Knight going to Release a solo Normal album. ""Its okay I think That He Should Have Out More Miche'le songs(Let's Play House)It's like the Irv Gotti cd's.The Only thing is why does does he keep putting out these Complacation Albums.Some of these Song are on the other Complacation Albums.If you Like Death Row It would Not be a waist of Money Cuase he Pick The best song.",positive,0.9234,6
Attn: CHER collectors!,"This is a treasure for Cher collectors of all ages. There are actually two concerts on this dvd! First, there is the CBS special, then there is a specail feature on the dvd that allows you to watch the ""rehearsal"" of the cbs special. Cher in her normal everyday wear and sounding fabulous. Only drawback is the video footage of the rehearsal show is not professional, but it is a keepsake for CHER fans everywhere! A must have. There are also extras; crew footage describing Cher in food terms, commercial for the tour, etc.","First, there is the CBS special, then there is a specail feature on the dvd that allows you to watch the ""rehearsal"" of the cbs special. Only drawback is the video footage of the rehearsal show is not professional, but it is a keepsake for CHER fans everywhere! There are also extras; crew footage describing Cher in food terms, commercial for the tour, etc.",positive,0.7488,7
"Safe smell, crappy bottle","I would say this is a safe smell, enjoyable, clean and not overwhelming. I found it generic, many other fragances smell alike. In my opinion projection is low, as well as duration. I get 4-5 hours on my skin. Good for work I would say, unoffensive.The bottle is poorly made, the sprayer started failing and the liquid started to leak. I had to change the bottle in less than a week. Since the bottle has this strange design it's not possible to know where the failure is.","I would say this is a safe smell, enjoyable, clean and not overwhelming. Good for work I would say, unoffensive.The bottle is poorly made, the sprayer started failing and the liquid started to leak. Since the bottle has this strange design it's not possible to know where the failure is.",negative,-0.0772,4
Fun Stuff - Still holds up well,This is a fun movie and the musical numbers are pretty cool. It's worth it. Stockard Channing's Rizzo is a standout.,This is a fun movie and the musical numbers are pretty cool. It's worth it. Stockard Channing's Rizzo is a standout.,positive,0.9337,3
Thankful for the fresh sounds...,"Kelly could have been swept up by some producers looking to crank out a quick (and quickly forgotten) moment in pop culture. I for one am THANKFUL that didn't happen. The twelve tracks here showcase an honest talent. Kelly's provactive voice is neatly wrapped around some quite listenable tunes. The girl has the pipes to over sing a power ballad like ""A Moment Like This"" or ""Before Your Love"" and I was expecting a disk full of moments like that. Whatever Kelly put on disk was bound to sell and dart to the top of the charts. Thank goodness someone took the time to make a quality album in the process. ""Low"" is a standout for me.","The girl has the pipes to over sing a power ballad like ""A Moment Like This"" or ""Before Your Love"" and I was expecting a disk full of moments like that. Whatever Kelly put on disk was bound to sell and dart to the top of the charts. Thank goodness someone took the time to make a quality album in the process.",positive,0.986,8
The Athlete @LSMS,"""A dose of poison can do its work but once. A bad book can go on poisoning minds for generations,"" says William Murray. The book The Giver is not an example of a poisonous book. I personally think that The Giver shouldn't be banned. It teaches kids to respect their community and the people around them. Although the ending was kind of confusing I still don't see anything wrong with the book. I really don't think that this book is poisoning minds but mine is just one opinion out of millions about this book.",The book The Giver is not an example of a poisonous book. Although the ending was kind of confusing I still don't see anything wrong with the book. I really don't think that this book is poisoning minds but mine is just one opinion out of millions about this book.,negative,-0.8844,2
Very informative!,As a big DC Comics fan I decided I wanted to learn more about Marvel Comics' characters. The book was very thorough and informative and is helping me do exactly what I intended.,As a big DC Comics fan I decided I wanted to learn more about Marvel Comics' characters. The book was very thorough and informative and is helping me do exactly what I intended.,positive,0.7827,2
Plant no happy,I buy book it very bad. Drawing make on 20 years old Epson pinter . pictures dark I try book grow then plants sick. Book advise bad. I buy Marijuana Horticulture Cervante. Now happy it have many picture many good word drawing good advise good plants happy.,I buy book it very bad. pictures dark I try book grow then plants sick. Now happy it have many picture many good word drawing good advise good plants happy.,positive,0.363,9
Lord of the Flies Review,The book lord of the flies is an allegory with an attemt to relate the island to the real world. everything in this book has a deeper meaning that you can reflect into the real world. every character in this book stands for a group of people or people who think sertainthings or have certain opinions. Also main objects in the book have deeper meaning and stand for something in the world. The island that the boys crash land on is an allegory to the Earth. The conch shell is govenment. This is a good book for people how enjoy serching for allegories and can take the time to relate the book to our world. When reading this book I would sugest taking time to think about what you are reading and your Interpretation of what it is saying.,The book lord of the flies is an allegory with an attemt to relate the island to the real world. The island that the boys crash land on is an allegory to the Earth. This is a good book for people how enjoy serching for allegories and can take the time to relate the book to our world.,positive,0.6705,2
Darned good read!,"As always, Jonathan Kellerman provides his reader with a most enjoyable read! His characters hold the readers' attention and the story proceeds at a quick pace. I recommend Blood Test highly!","As always, Jonathan Kellerman provides his reader with a most enjoyable read! His characters hold the readers' attention and the story proceeds at a quick pace. I recommend Blood Test highly!",positive,0.858,1
Way Too much Profanity,This story has way too much profanity. It is difficult to get past the use of the words to realize the meaning of the book.,This story has way too much profanity. It is difficult to get past the use of the words to realize the meaning of the book.,negative,-0.3612,2
Janet!!!,Janet is at her best in this excellent concert! I love this video and have seen many concerts... This it top entertainment!! I recommend it highly.Janet Jackson - The Velvet Rope Tour (Live in Concert) (DTS),Janet is at her best in this excellent concert! I love this video and have seen many concerts... This it top entertainment!! I recommend it highly.Janet Jackson - The Velvet Rope Tour (Live in Concert) (DTS),positive,0.9655,7
She lost her touch...,"I read the other books of this series all in a day each... this ""The Shelters of Stone"" has been at my night-stand for weeks and I am only half-way through it... Mrs. Auel this time takes to long describing things, people and places, and the story itself never takes off... a great disappointment after a 12-year wait.","I read the other books of this series all in a day each... this ""The Shelters of Stone"" has been at my night-stand for weeks and I am only half-way through it... Mrs. Auel this time takes to long describing things, people and places, and the story itself never takes off... a great disappointment after a 12-year wait.",negative,-0.128,1
Best diapers,"I love these. They are less expensive than the other Pampers and they are softer and work very well. I used the Pampers Swaddlers when my son was smaller than size 2 and after that I switched to these. He is 26 month old now and he is 23 pounds and he is using size 5. He is on 3 percentile weight and I do not go with the weight chart for these diapers as in that case I have to use size 4. You will know when to switch to upper size, when it gets full over night or it leaks # 2. I guess soon I have to switch to size 6 as it is almost exploding in the morning. I used costco brand and Huggies, but I did not like them. With the subscribe and save the price of these are better than the other brands.",I used the Pampers Swaddlers when my son was smaller than size 2 and after that I switched to these. He is on 3 percentile weight and I do not go with the weight chart for these diapers as in that case I have to use size 4. I guess soon I have to switch to size 6 as it is almost exploding in the morning.,positive,0.9078,4
Awesome Debut!,"Even though I was a fan of Kelly's on American Idol, I was a bit skeptical and worried about her debut after listening to A Moment Like This and Before Your Love. But this album is, in my honest opinion, the best album released this year. It has something for everyone from rock to R&B and her voice handles the changes of style like only a true and talented professional can do. My particular favorites: ""Miss Indpendent"", a great kicking track and ""Just Missed the Train"", a laid back rock song with lyrics that are actually meaningful.Buying this album will not be a mistake...","Even though I was a fan of Kelly's on American Idol, I was a bit skeptical and worried about her debut after listening to A Moment Like This and Before Your Love. It has something for everyone from rock to R&B and her voice handles the changes of style like only a true and talented professional can do. My particular favorites: ""Miss Indpendent"", a great kicking track and ""Just Missed the Train"", a laid back rock song with lyrics that are actually meaningful.Buying this album will not be a mistake...",positive,0.9899,8
That michael conner is stipid,"Not typically common album but understand this is common raw, none of that maturity he shows in his latest music. hes just young thats all and i actually think his versatality on this album is a bit better than his later projects and considering Im 18 and this is more of an old skool album, for a yungun like me to say that it must be good wouldnt you say. The tune that stands out for me is take it ez cause he just gets into a mad freestyle session. There are many others but this tune is true classic. 5 star LP nothing less. If your looking for common at his raw best you should pick up One day it'll all make sense.","Not typically common album but understand this is common raw, none of that maturity he shows in his latest music. hes just young thats all and i actually think his versatality on this album is a bit better than his later projects and considering Im 18 and this is more of an old skool album, for a yungun like me to say that it must be good wouldnt you say. 5 star LP nothing less.",positive,0.97,8
why haven't I seen this before now?,"Amazing performances, poignant yet funny, a human story of unlikely relationships, redemption, and transformation. I am a Robin Williams fan and he shines in this movie, just brilliant.","Amazing performances, poignant yet funny, a human story of unlikely relationships, redemption, and transformation. I am a Robin Williams fan and he shines in this movie, just brilliant.",positive,0.9153,3
We Love Musicals,"We purchased this because my oldest daughter was wanting to try out for a local production of this musical and wanted to familiarize herself with the music. We really like the music in it and Donny Osmond was great as Joseph. There were times that it seemed to drag a little, but once it picked up it was engaging.","We purchased this because my oldest daughter was wanting to try out for a local production of this musical and wanted to familiarize herself with the music. We really like the music in it and Donny Osmond was great as Joseph. There were times that it seemed to drag a little, but once it picked up it was engaging.",positive,0.827,5
How to squeeze an entertaining 90 minutes into 3 hours...,"Mildly entertaining, but what a shame that the director didn't exercise some self-control while editing this somewhat bloated movie. Perhaps my expectations were too high after what Jackson had accomplished with his Tolkien trilogy.","Mildly entertaining, but what a shame that the director didn't exercise some self-control while editing this somewhat bloated movie. Perhaps my expectations were too high after what Jackson had accomplished with his Tolkien trilogy.",positive,0.3818,3
A must 4:20 See,Siskel & Ebert reviewed this as the muppets on Acid. This movie is definatly not for young kids but this is a definate must for any stoner.,Siskel & Ebert reviewed this as the muppets on Acid. This movie is definatly not for young kids but this is a definate must for any stoner.,neutral,0.0,3
the chosen is phat $$$$$$$,"in my opinion, The Choosen is a good hook, but not nearly as good as some others that I have read! This novel taught me a lot about the Jewish religion in general, mostly because of Danny and Reuven's differences in opinion. It can drag at some points though! For instance, when Danny and Reuven are forbiden to see each other! And from the time when they begin colleage to the ending, there are some parts where little action takes place! That's why I gave it three stars!!!!","in my opinion, The Choosen is a good hook, but not nearly as good as some others that I have read! This novel taught me a lot about the Jewish religion in general, mostly because of Danny and Reuven's differences in opinion. And from the time when they begin colleage to the ending, there are some parts where little action takes place!",negative,-0.3048,9
Not so great,"This is NOT Koss at its best. I recently bought its newest model and trashed this one. Don't bother buying it, a good price-bad deal! Buy the new one!Recommended Manufactors: Koss Aiwa Sony","This is NOT Koss at its best. I recently bought its newest model and trashed this one. Don't bother buying it, a good price-bad deal! Buy the new one!Recommended Manufactors: Koss Aiwa Sony",positive,0.7359,9
Product Dimensions:,your Product Dimensions must be wrong it states Product Dimensions: 117 x 72 x 12 inches . I know that this must be a typo but I would like to know what the Dimensions and size of the pulley itself are.,your Product Dimensions must be wrong it states Product Dimensions: 117 x 72 x 12 inches . I know that this must be a typo but I would like to know what the Dimensions and size of the pulley itself are.,positive,0.296,4
A Great Start For Peter Davison's Doctor,"Most Whovians regard this as one of the finest episodes in the entire canon of Doctor Who; it is certainly among the best of the Peter Davison era. Although the acting from The Doctor's companions is not quite up to the usual high standards, it is certainly redeemed by Anthony Ainley's splendid performance as The Master, The Doctor's Gallifreyan nemesis. The most riveting scenes are in Part I, as the Tardis hurls back in time towards the Big Bang, but I was quite intrigued as well with the interactions between the inhabitants of Castrovalva and The Doctor and his companions. Admittedly Peter Davison comes across as a stylish wimp in stark contrast to Tom Baker, but I believe this owes more to John Nathan Turner's stewardship of Doctor Who, than incompetent acting from Davison.","Most Whovians regard this as one of the finest episodes in the entire canon of Doctor Who; it is certainly among the best of the Peter Davison era. Although the acting from The Doctor's companions is not quite up to the usual high standards, it is certainly redeemed by Anthony Ainley's splendid performance as The Master, The Doctor's Gallifreyan nemesis. The most riveting scenes are in Part I, as the Tardis hurls back in time towards the Big Bang, but I was quite intrigued as well with the interactions between the inhabitants of Castrovalva and The Doctor and his companions.",positive,0.6592,5
interesting but...,"I must admit I heard a lot about the book prior to reading it: 1. One of the top ten 2. Question antisemitism 3. A little boring at times. Honestly, I can only agree to 1 and 3. I don't think it is in the class of the Lord of the Rings, but it is certainly noteworthy science fiction if you can slog through some of the more longwinded passages. Herbert's GRAMMAR skills are in question at certain points. Finally, except for it's small cult fan base, no one talks about this book....at all. No one buys Dune calendars, plays Dune games, etc. Thus, the emotional bond that Tolkien established in the Lord of the Rings is obviously absent here. Tolkien influenced generations with his story, and clearly Herbert has not.","I must admit I heard a lot about the book prior to reading it: 1. I don't think it is in the class of the Lord of the Rings, but it is certainly noteworthy science fiction if you can slog through some of the more longwinded passages. Thus, the emotional bond that Tolkien established in the Lord of the Rings is obviously absent here.",positive,0.964,2
"Bond fans, trust me on this............................","............and follow me here, this movie is terrible. No matter what the other people tell you, I am telling you the truth and this is my business. If you are going to buy this film, and ""pretend"" it's a Bond film, you are better off getting ""The Thomas Crown Affair."" This movie is so over acted that it is ridiculous, though, in reverse of the last three Bond outings, it starts off silly and gets a little better. It proves that playing 007 has been good for Pierce. He has gained confidence through that role that has served him well in his films about love or jewel thieves. He didn't have it here, bless his heart. My girlfriend likes to think that it's him in the love scenes and not a body double. She said,""Oh, so that's what Bond looks like making love.........""Pass on this one lads, trust me>","If you are going to buy this film, and ""pretend"" it's a Bond film, you are better off getting ""The Thomas Crown Affair."" This movie is so over acted that it is ridiculous, though, in reverse of the last three Bond outings, it starts off silly and gets a little better. My girlfriend likes to think that it's him in the love scenes and not a body double.",positive,0.9899,3
a very bad experience,"I received this unit with no bulb. Nowhere does the ad suggest that the bulb is extra or is the bulb offered separately. Upon contacting Amazon customer service I was offered a $10 refund to obtain a bulb locally as they were unable or unwilling to provide the bulb. After spending the better part of an afternoon finding a bulb (there were no bulb specifications included), the best price I could find, for the bulb only, was $25.00. So beware...this nice little led reading light that seems like a good value ended up costing me nearly $60 not counting my time, gas, and aggravation. Amazon does not stand behind products on their pages.","Nowhere does the ad suggest that the bulb is extra or is the bulb offered separately. Upon contacting Amazon customer service I was offered a $10 refund to obtain a bulb locally as they were unable or unwilling to provide the bulb. After spending the better part of an afternoon finding a bulb (there were no bulb specifications included), the best price I could find, for the bulb only, was $25.00.",positive,0.9039,4
Disappointed,"After reading the many positive reviews and endorsements for this book, I anticipated something more thorough and more polished. The book is highly repetitive (the same amount of material might easily have been covered in 40 pages), it lacks organization, the author invents words which have no meaning (""instate"" as a verb, anyone?), and the typeset is HORRIBLE.The author has some good ideas. Let's hear them.....coherently.","After reading the many positive reviews and endorsements for this book, I anticipated something more thorough and more polished. The book is highly repetitive (the same amount of material might easily have been covered in 40 pages), it lacks organization, the author invents words which have no meaning (""instate"" as a verb, anyone? Let's hear them.....coherently.",positive,0.3197,2
Nice grip with a stainless steel flat whisk,"The have to have kitchen utensil when cooking any rue, sauces, gravy, etc. It is simple yet makes all off your stove sauces come out perfect.","The have to have kitchen utensil when cooking any rue, sauces, gravy, etc. It is simple yet makes all off your stove sauces come out perfect.",positive,0.7579,4
a triumph of theory over clarity,"This is a book laden with the falsely technical jargon of theory. There may be worthwhile ideas here hidden beneath layers of obscurantist prose, but the game did not seem worth the candle,","This is a book laden with the falsely technical jargon of theory. There may be worthwhile ideas here hidden beneath layers of obscurantist prose, but the game did not seem worth the candle,",positive,0.382,10
Worth The Wait,All I can say is it makes for great listening. Kelly has a fantastic voice and the diversity within the 12 tracks is really nice. A must have!,All I can say is it makes for great listening. Kelly has a fantastic voice and the diversity within the 12 tracks is really nice. A must have!,positive,0.9183,5
An All-Time Classic that Deserves Credit,"Harriet Beecher Stowe has written one of America's best books. It is a masterpiece and deserves to be made into a Hollywood movie in the next future.The issue of slavery is an important one, and should be discussed more openly and more freely.","Harriet Beecher Stowe has written one of America's best books. It is a masterpiece and deserves to be made into a Hollywood movie in the next future.The issue of slavery is an important one, and should be discussed more openly and more freely.",positive,0.8777,3
Could it be the best C++ book ever?,"I got this book when it was originally published, and it looks like a 2nd edition never appeared. That doesn't matter, the information in this book still holds up today, written from a programmer's perspective. This book was written before the currently trendy ""OO designer"" era began, so it offers a clear description of the language features without any flavor-of-the-month misconceptions. If you've read a few C++ books and come away feeling confused, this book will help.","I got this book when it was originally published, and it looks like a 2nd edition never appeared. That doesn't matter, the information in this book still holds up today, written from a programmer's perspective. This book was written before the currently trendy ""OO designer"" era began, so it offers a clear description of the language features without any flavor-of-the-month misconceptions.",positive,0.8786,2
no patrol like snow patrol,"Great album. I wasn't really expecting to be impressed, as I figured it would either be too much like Final Straw or horribly different. While it does have its similarities, it also feels fresh and just as rewarding. Going back and listening to Final Straw is even better now that there is something to compliment it.","Great album. I wasn't really expecting to be impressed, as I figured it would either be too much like Final Straw or horribly different. Going back and listening to Final Straw is even better now that there is something to compliment it.",positive,0.9286,8
For people who want to know why they hate us,"I really enjoyed this book because it focuses on different countries such as Cuba, Dom Rep, Panama, Venezuela etc. In each chapter you study the history behind Anti-Americanism and if it is real or imagined. I enjoyed the historical facts, the pictures, and all the data about Central, South America and the Caribbean. During this historical moment is very important to understand the reasons behind Anti-Americanism. This book gives you these reasons and more. A must read for people interested in Latin-American studies, Spanish, Spanish-American studies, etc.","I really enjoyed this book because it focuses on different countries such as Cuba, Dom Rep, Panama, Venezuela etc. In each chapter you study the history behind Anti-Americanism and if it is real or imagined. I enjoyed the historical facts, the pictures, and all the data about Central, South America and the Caribbean.",positive,0.8067,2
One of the worst movies of 1999,"It is difficult to say that this was the worst movie ever made, but definetly easy to say that it was one of the worst movies I've seen in 1999. It is amazing to see that the producer of Armageddon sank all of her earnings into this farce. The movie is not only bad, but also annoying. The only good thing about this experience is the fact that I purchased it from another web store and only paid 16.99 vs. the 17.99 asked by amazon.com","It is difficult to say that this was the worst movie ever made, but definetly easy to say that it was one of the worst movies I've seen in 1999. It is amazing to see that the producer of Armageddon sank all of her earnings into this farce. The only good thing about this experience is the fact that I purchased it from another web store and only paid 16.99 vs. the 17.99 asked by amazon.com",negative,-0.3741,3
Worst Printer Ever,I signed up just to write this review. I have had printers from Canon Epson Lexmark and Hp in the last 10 years. I have to say that this printer is the worst of the lost.I have had all of the feed issues that others have had and more.My printer cleaned itself so often that the sponge under the ink cartridges actually turned into a mountain. The ink is insanley expensive and does not last long at all. The software is bloated and like others the scanner software just stopped working.I will never buy another HP printer again.,I have had printers from Canon Epson Lexmark and Hp in the last 10 years. I have to say that this printer is the worst of the lost.I have had all of the feed issues that others have had and more.My printer cleaned itself so often that the sponge under the ink cartridges actually turned into a mountain. The software is bloated and like others the scanner software just stopped working.I will never buy another HP printer again.,negative,-0.8225,4
For Hardcore Friday Fans Only!,"So why is this movie for us hardcore fans only? 'Cause only a hardcore Friday the 13th addict could stand watching this senseless stupid movie.The director claims that he wanted to give us something different; well, he did. The only problem being that he did not really give us a Friday movie. I don't know what movie this really is; perhaps ""Invasion of the Jason Body Snatchers"" but definitely not a Friday.If you like old school Jason, then get part 6 or 7. They are more traditional.Oh and hey, since when the hell does Jason have a sister!!! OMG, talk about stupidity!","'Cause only a hardcore Friday the 13th addict could stand watching this senseless stupid movie.The director claims that he wanted to give us something different; well, he did. The only problem being that he did not really give us a Friday movie. I don't know what movie this really is; perhaps ""Invasion of the Jason Body Snatchers"" but definitely not a Friday.If you like old school Jason, then get part 6 or 7.",negative,-0.8449,3
The Jewish faith,"If you are interested in why Jews believe what they believe, this is the book for you. Newer books have been updated by the author.","If you are interested in why Jews believe what they believe, this is the book for you. Newer books have been updated by the author.",positive,0.6705,2
Abridged,"The story was great. I would give it a five star rating. But it was abridged, and the abridger tried to make the book his own. He kept poping in here and there throughout the book to explain why he cut certain parts of the story. But the worst part was that he was also telling his own story at the same time. He claimed that his father read The Princess Bride to him whenever he was sick. Anyone who has watched the movie will immediately see that his story is the same exact one as the boy in the movie's story. Even most of the dialogue is copied from the movie. Another thing the abridger did was tell the story how his father read it to him, which was wrong most of the time, and then explain why his father told it that way, and then he would put the correct version in. It got very confusing. I did not enjoy this book that much. Keep your money and buy an unabridged version.","But the worst part was that he was also telling his own story at the same time. Anyone who has watched the movie will immediately see that his story is the same exact one as the boy in the movie's story. Another thing the abridger did was tell the story how his father read it to him, which was wrong most of the time, and then explain why his father told it that way, and then he would put the correct version in.",negative,-0.9635,3
"You can't simply read the book, you have to use this workbook.","I read the book and loved it. When I bought the work book, my first thought was that this was just some kind of book '0 forms. Much like what you would find in a stationary store or at an office supply store. But I was wrong. This book is really two books. The work book is designed to be cut into two different books. One is a record book that enables you to track your entire job hunting campaign. The other book, and in my opinion, the most important, enables you to create an absolutely magnificant resume. If you loved the book, then this work book is an absolute must.However, I must caution you that the workbook is, indeed, a lot of work. And so to really use the book, you must use the workbook. And to use the workbook, you need to exert effort. The rewards are great. This is a dynimite combination. He is really something else. I recommend this book very highly.","When I bought the work book, my first thought was that this was just some kind of book '0 forms. If you loved the book, then this work book is an absolute must.However, I must caution you that the workbook is, indeed, a lot of work. And so to really use the book, you must use the workbook.",positive,0.9686,2
And now for the rest of the story...,"After finishing ""Plains of Passage"" years ago, I closed the book thinking that there was so much more I wanted to know. Frankly, I had the same impression after finishing ""Shelters of Stone"". This is not necessarily a criticism, but a caution for those people who like everything tied up neatly at the end of a book.It almost seems that Jean Auel may have written two books worth of material, and just broke this off at a convienent stopping point. There is still more of the story to be told, and I'm looking forward to it. The characters are still compelling and the description of prehistoric living is interesting.","After finishing ""Plains of Passage"" years ago, I closed the book thinking that there was so much more I wanted to know. This is not necessarily a criticism, but a caution for those people who like everything tied up neatly at the end of a book.It almost seems that Jean Auel may have written two books worth of material, and just broke this off at a convienent stopping point. There is still more of the story to be told, and I'm looking forward to it.",positive,0.8794,2
The Duke in charge even without a horse and sixgun.,A movie based on the exploits of the famed 'Red Adair' oil well fire fighter needs an even more famous star like John Wayne. The entire cast work well to make the film a thrilling and believeable story about the kind of men who chase danger around the globe fighting fires at oil wells. The live action footage is amazing but even the fires created for the camera are incredibly realistic.,A movie based on the exploits of the famed 'Red Adair' oil well fire fighter needs an even more famous star like John Wayne. The entire cast work well to make the film a thrilling and believeable story about the kind of men who chase danger around the globe fighting fires at oil wells. The live action footage is amazing but even the fires created for the camera are incredibly realistic.,positive,0.6577,3
"Jean, where is the plot?","http://www.amazon.com/gp/product/B00466HQ1A/ref=cm_cr_rev_prod_imgThis book reads as if it were a pastiche of parts of previous books. I came away with the feeling that there was no real plot to this book. My brother, who is a great Auel fan, called me (because I am a writer and have a doctorate in creative writing, and he is an engineer) to ask me what I thought of the book. When I told him that it seemed to lack a plot, he said in a very relieved tone, ""Well, I couldn't find one, but I thought maybe it was just me.""I hope the next book, which I gather is the last and which is already somewhat overdue, is better than this.","My brother, who is a great Auel fan, called me (because I am a writer and have a doctorate in creative writing, and he is an engineer) to ask me what I thought of the book. When I told him that it seemed to lack a plot, he said in a very relieved tone, ""Well, I couldn't find one, but I thought maybe it was just me. ""I hope the next book, which I gather is the last and which is already somewhat overdue, is better than this.",positive,0.9199,2
Among the Very Best Miss Marple Novels,"""A Murder Is Announced"" ushers in a wonderful parade of English village characters, which gather together to a most unusual invitation -- on Friday at 7 pm there will be a murder in Little Paddocks. It seems like a bad hoax - until the murder really happens.If there was one Miss Marple novel to be chosen as the most ingeniously put-together plot, it might well be this one. The aforementioned first murder, meanwhile, is not the last. Miss Marple is fortunately on hand to stop murdering and divulge the true nature of tragic events that shake one home in that little English village, with the repercussions from a few years ago, during the war.","""A Murder Is Announced"" ushers in a wonderful parade of English village characters, which gather together to a most unusual invitation -- on Friday at 7 pm there will be a murder in Little Paddocks. It seems like a bad hoax - until the murder really happens.If there was one Miss Marple novel to be chosen as the most ingeniously put-together plot, it might well be this one. Miss Marple is fortunately on hand to stop murdering and divulge the true nature of tragic events that shake one home in that little English village, with the repercussions from a few years ago, during the war.",negative,-0.97,1
tiesto...hmm i love you,"DiAnne is my moms name...how do you change the name!? anyways buy the damn cd. its a 2 disc which is even greater than the fact that this cd is made from a master mind of sound. i think the first disc is great...i really love #8Luminary:my world. yes im a big fan of vocal trance and that song has the sickest beat and is hypnotic, you'll listen to it at least 5 times repeatedly.disc 2 when i first listened to the beginning, it reminded me of water, its very i would say happy trance, trance that makes you feel good and hits you good right in your soul. then you get to LNQ:peple i used to know, then it gets alittle funky...in a goood way. i have to say i like disc 2 a tiny bit better but thats only because its the best trance cd that i've heard with out that many vocals and i think it tells a story. but any way i love in search of sunrise the whole series and i hope tiesto makes an isos#5.....SOON","its a 2 disc which is even greater than the fact that this cd is made from a master mind of sound. yes im a big fan of vocal trance and that song has the sickest beat and is hypnotic, you'll listen to it at least 5 times repeatedly.disc 2 when i first listened to the beginning, it reminded me of water, its very i would say happy trance, trance that makes you feel good and hits you good right in your soul. i have to say i like disc 2 a tiny bit better but thats only because its the best trance cd that i've heard with out that many vocals and i think it tells a story.",positive,0.9854,6
